route,routeName,tsm_id,street,locality,city,district,state,country,pincode,class,landline,mobile,fax,email,contact_person,latitude,longitude,Sales Rep name,Territory Manager name,id,external_id,name,stage,retailer_created_date,retailer_created_by,retailer_created_by_name,modified_date,modified_by,deleted_date,deleted_by,CF_Collections Due,Profile Completeness,SR_status,Verified (Y/N),Deptt.,Sub_Deptt.,name,Shop_Code,zxc,zxc
274514,Manoj Kumars Route,169482,"161 A,G.F.Dlf Place Mall,Saket, Newdelhi, Delhi",,Delhi,South Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414205,ISON312,Chilis Grill And Bar,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Chilis Grill And Bar,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"B-309 Iiird Floor North Ex., Shopping Mall Sec-9 Rohini New Delhi, New Delhi, Delhi",,Delhi,North West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414206,ISON313,Chill House,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Chill House,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"Plot No.18 Ii Floor Ashish Corporate Tower, Karkardooma, Cc, Delhi, Delhi, 110092",,Delhi,East Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414207,ISON314,Chill On Ice - A Unit Of Svs Enterprises,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Chill On Ice - A Unit Of Svs Enterprises,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"308A, 3Rd Floor, Plot No.2, Local Shopping, Centre, Patpar Gunj, Delhi, New Delhi, Delhi",,Delhi,North East Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414210,ISON323,Chutneez Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Chutneez Restaurant,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"F-104, Ff, Fun Cinema Building, V3S, East Centre Mall Laxmi Nagar District Centre Delhi, New Delhi, Delhi",,Delhi,East Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414211,ISON324,Chutneez Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Chutneez Restaurant,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"108, 1St Floor, Station Box Area, Dilshad Garden, Metro Station Complex, Delhi, Delhi, Delhi",,Delhi,East Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414212,ISON325,Chutneez- Unit Of Kay Dee Food Industries,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Chutneez- Unit Of Kay Dee Food Industries,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"30, 1St Floor , Hauz Khas Village, New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414213,ISON328,Cire Resturant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Cire Resturant,,#N/A,#N/A
274502,Keshav Pratihars Route,170865,"Flat No-26 Middle Lane Second Floor Khan Market, Delhi, Delhi, 110003",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3414215,ISON330,Civil House Cafe A Unit Of Suwbha Cafe Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Civil House Cafe A Unit Of Suwbha Cafe Pvt Ltd,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"D-1 Ashirvad Complex, Green Park New Delhi -16, New Delhi, Delhi",,Delhi,North Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414217,ISON332,Clay Oven (Green Park),NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Clay Oven (Green Park),,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"Wz-5, A-10, Kailash Park, Najafgarh Road,, Delhi, Delhi",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414218,ISON333,Clay1,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Clay1,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"Plot No.4,5,6, Distt. Centre, Rajouri Garden West Gate Mall New Delhi, New Delhi, Delhi",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414219,ISON334,Club Bnb Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Club Bnb Restaurant,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"3,4, G.F,Southern Park Mall,District Center, Delhi, Delhi, 110017",,Delhi,South Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414220,ISON335,Club London A Unit Of Liquid Entertainment,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Club London A Unit Of Liquid Entertainment,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"G11 To G17 Manglam Paradise Mall, Sect 3 Rohini, Delhi, Delhi, 110085",,Delhi,North West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414221,ISON336,Club Roxy Unit Of Sh Balaji Food Indst Opc Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Club Roxy Unit Of Sh Balaji Food Indst Opc Pvt Ltd,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"H 2 Second Floor And Third Floor Hauz Khas Village, New Delhi, Delhi, Delhi, 110017",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414223,ISON338,Coast Cafe A Unit Of Ogaan Indian Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Coast Cafe A Unit Of Ogaan Indian Pvt Ltd,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"Gf-007 & 008, Pacific Mall, Khyala New Delhi , New Delhi, Delhi",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414224,ISON339,Cocoa By Belgigue Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Cocoa By Belgigue Restaurant,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"10 Community Center Ground Floor Lawrence Road, Delhi, Delhi",,Delhi,North Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414225,ISON341,Cocotail'S Bar,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Cocotail'S Bar,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"Restt. Complex, The Village Complex Siri Fort, New Delhi-49, New Delhi, Delhi",,Delhi,South West Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414226,ISON343,Colours N Spice,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Colours N Spice,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"17 A/1, W.E.A., Gurudwara Road, Karol Bagh, New Delhi, New Delhi, Delhi, 110005",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414227,ISON345,Cross Roads Restt.,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Cross Roads Restt.,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"Departure Terminal-3 Sha, Igi Airport , New Delhi, Delhi",,Delhi,South West Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414229,ISON349,Dare Davils Bar Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Dare Davils Bar Restaurant,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"J 2/1, B K Dutta Market, Rajouri Garden New Delhi, New Delhi, Delhi",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414232,ISON355,Decode A Unit Of Big Shark Hospitality Pvt. Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Decode A Unit Of Big Shark Hospitality Pvt. Ltd.,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"G-03, Gf, Sangam Courtyard Mall, Sangam Cinema, Sec.9, R.K. Puram, Delhi-22, Delhi, Delhi, 110022",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414233,ISON356,Delhi Club House Unit Of Magique Hospitality Pvt.,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Delhi Club House Unit Of Magique Hospitality Pvt.,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"3738, D.B. Gupta Road, Pahar Ganj Delhi, New Delhi, Delhi, 110055",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414235,ISON359,Delhi Ka Tadka,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Delhi Ka Tadka,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"N-46, Shop Plot Commercial, Marbet, Kirti Nagar , New Delhi, Delhi",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414236,ISON361,Delhi-15 Restt.,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Delhi-15 Restt.,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"Shop No- 2120/58 Bank Street Gurudwara Road, Karol Bagh New Delhi, Delhi, Delhi, 110008",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414238,ISON363,Delly Belly Restaurant A Unit Of Delhi Knighters,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Delly Belly Restaurant A Unit Of Delhi Knighters,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"Shop No-39, 46, 47,48 Rajendra Bhawan, Rajender Place New Delhi, Delhi, Delhi, 110008",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414239,ISON364,Delly Belly Restaurant A Unit Of Delhi Knighters,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Delly Belly Restaurant A Unit Of Delhi Knighters,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"G - 7, 8, 10, Bunglow No. 2, Main Road, West Patel Nagar, New Delhi, Delhi",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414240,ISON365,Delly Belly Unit Of Delhi Knighterws Restt. & Cat.,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Delly Belly Unit Of Delhi Knighterws Restt. & Cat.,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"West Wing,Upper Ground Floor,, Nehru Place,Metro Station,New Delhi, Delhi, Delhi, 110019",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414241,ISON369,Dhaba By Claridges,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Dhaba By Claridges,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"Shop No. 303,304,305, 2Nd Floor, Plot No A-4,, Dlf Place, Saket, New Delhi, Delhi",,Delhi,South Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414242,ISON370,Dhaba By Claridges M/S Qsop Hospitality Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Dhaba By Claridges M/S Qsop Hospitality Pvt Ltd,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"A-21, Sf, Tagore Market, Kirti Nagar,, New Delhi-15, Delhi, Delhi, 110015",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414243,ISON371,Dialogue Lounge & Cafe Unit Of Chawla Caterers,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Dialogue Lounge & Cafe Unit Of Chawla Caterers,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"F-20, Distt. Center, Janak Palace, Janakpuri, New Delhi, New Delhi, Delhi, 110058",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414244,ISON372,Dilli Darbar,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Dilli Darbar,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"2105, Dbg Road, Karol Bagh New Delhi-5, New Delhi, Delhi",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414245,ISON375,Dimple Restt.,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Dimple Restt.,,#N/A,#N/A
274502,Keshav Pratihars Route,170865,"79-80 Ground Floor Mehar Chand, Market, Lodhi Road New Delhi , New Delhi, Delhi, 110003",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3414247,ISON378,Diva Spiced Restt. Unit Of Riga Foods,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Diva Spiced Restt. Unit Of Riga Foods,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"1580/1 Kalka Das Marg, Mehrauli, New Delhi, Mehrauli, Delhi, 110030",,Delhi,South Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414250,ISON382,Dramz Unit Of Dramz Whisky Bar & L Pvt.Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Dramz Unit Of Dramz Whisky Bar & L Pvt.Ltd.,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"Supreme Plaza, Plot No., 15 & 16, Shop No. St-5-7 Sector -6, Dwarka, New Delhi, New Delhi, Delhi",,Delhi,South West Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414251,ISON383,Drink N Dine Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Drink N Dine Restaurant,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"26, 3Rd Floor, Nwa, Punjabi Bagh Ext, New Delhi, Delhi, Delhi, 110026",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414252,ISON384,Drinks At Stake -A Unit Of Salp Concept Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Drinks At Stake -A Unit Of Salp Concept Restaurant,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"Metro Commercial Space, Metro Station Sector-19,Dwarka New Delhi, New Delhi, Delhi",,Delhi,South West Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414254,ISON386,Drool Kitchen,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Drool Kitchen,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"S-14 Green Park Ext., N.Delhi-16 , New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414255,ISON387,Drums Of Heaven,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Drums Of Heaven,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"Shop No. 210-217 Second Floor, Manglam Paradise Mall, Sector - 3 Rohini, Delhi, Delhi, 110085",,Delhi,North West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414256,ISON389,Dubliin Square -A Unit Of Aqua Host P Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Dubliin Square -A Unit Of Aqua Host P Ltd,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"Flat No-52, 1St & Iind Floor, Khan Market, New Delhi , New Delhi, Delhi",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414259,ISON392,Edesia Hospitality Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Edesia Hospitality Pvt Ltd,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"116-117, First Floor , Ndm-2, Nsp, Pitampura, Delhi, Delhi, 110034",,Delhi,North Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414260,ISON396,Eleven Course Hospitality Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Eleven Course Hospitality Private Limited,,#N/A,#N/A
274502,Keshav Pratihars Route,170865,"73, Meharchand Market, Lodhi Road, N.A., New Delhi, Delhi, 110016",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3414262,ISON398,Elmas,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Elmas,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"Shop No-2, Exchange Store, 13 Alipur Road, Civil Lines Delhi, New Delhi, Delhi",,Delhi,North West Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414263,ISON399,Embassy Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Embassy Restaurant,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"T-3, Igi International, Departure New Delhi , New Delhi, Delhi",,Delhi,South West Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414264,ISON401,Emirates Lounge,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Emirates Lounge,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"H-5/1 Kalka Das Marg,Mehrauli,, New Delhi, Delhi, Delhi, 110030",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414265,ISON402,En Unit Of Aveenashi International Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,En Unit Of Aveenashi International Pvt Ltd,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"Shop No 19-21 Ff Tdi Paragam, Mall Rajouri Garden New Delhi, New Delhi, Delhi, 110027",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414266,ISON403,English Tarka,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,English Tarka,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"E 38 And E 39, Inner Circle, Connaught Place, Delhi, Delhi, 110001",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414270,ISON412,Farzi Cafe,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Farzi Cafe,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"G15 A , G 15B First Floor, Single Storey Vijay Nagar, Delhi, Delhi, 110009",,Delhi,North Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414274,ISON418,Flames Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Flames Restaurant,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"112, Aggarwal City Mall, 1St, Floor, Road No-44 (Near M2K) Pitampura, New Delhi, Delhi",,Delhi,North West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414277,ISON421,Four On Forty Four Unit Of Shiva Enterprises,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Four On Forty Four Unit Of Shiva Enterprises,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"78, Janpath, Connaught Place, New Delhi , New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414278,ISON422,Frescco Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Frescco Restaurant,,#N/A,#N/A
274502,Keshav Pratihars Route,170865,"12/48, Malcha Marg, Shopping Centre, New Delhi, New Delhi, Delhi, 110016",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3414279,ISON424,Fujiya Restt,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Fujiya Restt,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"Plot No. 18, Wadhwa Plaza, 3Rd Floor Central Market Dwarka, New Delhi, Delhi, 110045",,Delhi,South West Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414282,ISON435,Godawri Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Godawri Restaurant,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"J-2/14, B.K. Dutt Market, Rajouri Garden, New Delhi , New Delhi, Delhi, 110027",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414283,ISON439,Gola Sizzler,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Gola Sizzler,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"4350, 4 Th Floor, Main, Bazar, Paharganj , New Delhi, Delhi",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414284,ISON440,Gold Resto Bar,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Gold Resto Bar,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"Krishna Plaza 1, Shop No 301, Plot No 12, Sector 4, Dwarka , New Delhi, Delhi",,Delhi,South West Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414286,ISON442,Golden Dragon,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Golden Dragon,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"Rbi Colony Outer Ring Road, Opp Panchil Park Hauz Khas, New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414287,ISON443,Golden Dragon (Rbi Colony),NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Golden Dragon (Rbi Colony),,#N/A,#N/A
274514,Manoj Kumars Route,169482,"Unit No.G-25,27 & 28, V3S Mall, Plot No-10, Laxmi Nagar District Centre New Delhi, New Delhi, Delhi, 110092",,Delhi,East Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414288,ISON444,Golden Dragon Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Golden Dragon Restaurant,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"C-2, Main Market , Vasant Vihar New Delhi - 57, New Delhi, Delhi",,Delhi,South West Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414289,ISON445,Golden Dragon Vasant Kunj,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Golden Dragon Vasant Kunj,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"D-13 Lajpat Nager-Ii, New Delhi , New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414290,ISON446,Golden Dragon-Lajpat Ngr.,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Golden Dragon-Lajpat Ngr.,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"G-39-43, G.F, Aggarwal City, Mall Plot No- 5, Road No - 44 Pitampura Delhi, New Delhi, Delhi",,Delhi,North West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414294,ISON450,Green Lounge Restaurant,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Green Lounge Restaurant,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"D-1B, Green Park, New Delhi , New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414295,ISON451,Gung The Palace,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Gung The Palace,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"31/4 And 31/4A Ground Floor, First Floor Double Story Ashok Nagar, Delhi, Delhi",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414296,ISON453,Guru Chela A Unit Of Stirrer Hospitality Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Guru Chela A Unit Of Stirrer Hospitality Pvt Ltd,,#N/A,#N/A
